img_ID,predict,gt
994,0.010001817,0
3967,-0.009099709,0
7848,-0.006618907,0
6686,-0.3725798,-0.6
5929,0.3055363,0.3
2627,0.03439623,0
7611,-0.6527321,-0.6
3083,-0.328235,-0.3
2015,-0.2768141,-0.3
2918,-0.31609714,-0.3
6456,-0.0072841654,0
2911,-0.2689537,-0.3
8220,0.021838691,0
6923,0.32228443,0.3
8402,-0.32833904,-0.3
5314,-0.0046674283,0
5951,-0.022003677,0
3724,0.29946133,0.3
399,-0.2914376,-0.3
2453,-0.013413787,0
279,-0.033405047,0
353,-0.0036823042,0
635,0.30249447,0.3
7945,-0.3114252,-0.3
7996,0.27584422,0.3
3696,0.0075970134,0
8486,0.0052043973,0
3914,0.5497161,0.6
3616,-0.011283457,0
2192,-0.01151797,0
4198,-0.5771246,-0.6
7079,-0.2843432,-0.3
3381,-0.015384056,0
6046,0.0002661962,0
7980,0.019549403,0.0
2748,0.0008513797,0
2321,-0.020682804,0
6345,-0.015968813,0
4100,-0.0044235396,0
2201,0.0011319546,0
4889,-0.21809885,-0.3
5357,0.27670676,0.3
766,-0.0077566663,0
1946,-0.30448106,-0.3
6062,0.012229758,0
6819,-0.03686202,0
5179,0.01668524,0
2615,0.004263279,0
5945,0.34695634,0.3
6425,-0.59249294,-0.6
6687,-0.3725798,-0.6
6413,-0.6762877,-0.6
5638,0.023929141,0
4621,0.021433998,0
7703,-0.0071946247,0
5508,0.5560946,0.6
674,0.32513484,0.3
3749,0.5710932,0.6
932,0.31406662,0.3
3200,-0.3275434,-0.3
7283,0.030688379,0
5239,0.02041031,0
3075,-0.3026269,-0.3
1886,0.3062052,0.3
1433,0.31577238,0.3
6924,0.32704008,0.3
719,0.2243318,0
43,0.008065208,0
1218,0.33136618,0.3
4493,-8.529518e-05,0
2807,-0.010502049,0
8153,0.0229434,0
298,-0.29844964,-0.3
2642,0.0127891945,0
2149,-0.55139416,-0.6
2016,-0.3003365,-0.3
3437,0.27849823,0.3
3319,-0.52530134,-0.6
3206,-0.2760871,-0.3
5308,0.0063000806,0
4794,-0.31270343,-0.3
5359,0.544893,0.3
7262,-0.56514585,-0.6
2076,-0.2798365,-0.3
6397,-0.5640328,-0.6
533,-0.016437046,0
8202,0.0024114568,0
7269,-0.3912005,0
618,-0.004810989,0
5254,-0.024355639,0
4386,0.030964945,0
7485,-0.3109766,-0.3
8033,0.61117923,0.6
419,-0.32451978,-0.3
1734,0.30627543,0.3
2191,-0.01151797,0
728,0.02670788,0
1828,0.26755422,0.3
1638,-0.012809647,0
2531,0.0051465565,0
6617,-0.32455286,-0.3
6600,-0.107845664,0
8180,-0.011857508,0
753,0.002844463,0
5511,0.59442955,0.6
1453,0.2998877,0.3
3988,-0.0009911014,0
7923,0.0002812585,0
3243,-0.602055,-0.6
4651,0.009655568,0
5783,0.021109395,0
3588,-0.022446979,0
3822,0.5913987,0.6
1795,0.2809371,0.3
1407,0.30254877,0.3
5547,-0.006690158,0
1171,0.2766962,0.3
3426,0.3477042,0.3
2862,-0.037338886,0
286,-0.30237907,-0.3
8297,-0.0025954489,0
5838,0.28098312,0.3
5694,0.32075664,0.3
6034,-0.3103295,-0.3
2025,-0.29291937,-0.3
1096,0.03289224,0
6764,0.0020251125,0
7101,-0.036051538,0
3417,0.36579886,0.3
1332,0.0037597092,0
1866,0.30506274,0.3
6715,-0.018771669,0
8403,-0.30589023,-0.3
4043,-0.00044632237,0
4755,0.031425808,0
6556,0.01943393,0
4947,0.0068230396,0
1436,0.37432447,0.3
372,0.012518718,0
2988,-0.31719297,-0.3
2249,-0.28983885,-0.3
2870,-0.022813428,0
281,-0.2984123,-0.3
3060,-0.027956218,0
4245,-0.02288625,0
4796,-0.30116406,-0.3
2927,-0.2579333,-0.3
3036,0.0029617343,0
3158,0.017699089,0
796,0.00050779246,0
5644,0.01775036,0
8313,0.0038519911,0
3016,-0.61097616,-0.6
3592,-0.014243746,0
5221,0.017338403,0
227,0.005926854,0
7056,-0.3014836,-0.3
5088,-0.0060211183,0
2265,-0.30238554,-0.3
2275,-0.2848793,-0.3
6634,-0.569671,-0.6
1584,-0.015893847,0
22,0.022588816,0
3583,-0.023434114,0
3603,-0.013966891,0
1943,-0.2393539,-0.3
2968,-0.32903382,-0.3
1520,0.28643602,0.3
496,-0.051643528,0
4479,0.0039810427,0
8342,-0.009270594,0
2574,0.006745342,0
4024,-0.008992819,0
3698,0.013627646,0
3828,0.54921395,0.6
184,-0.00516741,0
1369,0.28451505,0.3
323,0.010244242,0
317,-0.0011942512,0
8451,-0.6135324,-0.6
2425,0.0072443075,0
8098,-0.0172913,0
5478,0.25593045,0.3
8397,-0.2700712,-0.3
3920,0.1626998,0
8006,0.25412455,0.3
7343,-0.29296225,-0.3
2655,0.006495149,0
8563,-0.28656194,-0.3
4127,-0.3284755,-0.3
1329,0.0037597092,0
578,-0.035894454,0
105,0.007484232,0
2846,0.0060211653,0
4227,-0.009902226,0
3808,0.61827475,0.6
1877,0.28985098,0.3
6673,-0.52495635,-0.6
685,0.3225508,0.3
4642,-0.0011001588,0
8555,-0.3143776,-0.3
127,0.009593844,0
8497,0.022648785,0
4770,0.05175217,0
8338,-0.0043433066,0
458,-0.6199132,-0.6
2475,-0.0009966092,0
5427,0.036652677,0
8372,-0.021408211,0
8383,-0.10301399,-0.3
6921,0.32228443,0.3
5206,-0.037799805,0
7236,-0.60060906,-0.6
3313,-0.5736419,-0.6
747,0.028420955,0
8030,0.622183,0.6
1833,0.28861412,0.3
4075,0.026094906,0
2281,-0.30887717,-0.3
4683,0.003522112,0
2390,0.008712211,0
44,0.008065208,0
3079,-0.36612335,-0.3
5096,0.3403598,0.3
1334,0.032232866,0
8286,0.021009356,0
7119,0.029986098,0
5689,0.2929156,0.3
2271,-0.28377616,-0.3
1743,0.3119874,0.3
5057,0.019953113,0
3121,0.018015128,0
5731,0.3095556,0.3
569,-0.02329101,0
1165,0.30047926,0.3
1820,0.2882029,0.3
4207,-0.61989063,-0.6
394,-0.2765842,-0.3
1426,0.31186908,0.3
7503,-0.315492,-0.3
6235,0.2910729,0.3
5009,0.2891948,0.3
4669,0.019122861,0
8559,-0.19932732,-0.3
8148,0.005051666,0
5271,-0.006673895,0
3248,-0.610911,-0.6
3275,-0.6053814,-0.6
6730,-0.0008819541,0
5150,0.019914377,0
1376,0.29286686,0.3
8020,0.3641159,0.3
4795,-0.31270343,-0.3
2649,0.015158311,0
1626,-0.2968398,-0.3
4549,0.010893253,0
6580,-0.02300061,0
7167,-0.005489144,0
7279,-0.017127912,0
4627,-0.022883091,0
7903,0.12279633,0.3
7011,0.31234327,0.3
1386,0.28599524,0.3
3106,-0.036543485,0
5720,0.29207656,0.3
1081,0.07490399,0
5526,0.023247052,0
5044,0.31000364,0.3
5832,0.2811573,0.3
5676,0.34902036,0.3
6169,-0.047953308,0
3466,-0.044906914,0
1551,-0.0094048055,0
3301,-0.58228934,-0.6
2524,-0.052313495,0
5366,0.62369305,0.6
3892,0.6118232,0.6
5436,0.35092488,0.3
567,-0.02329101,0
3284,-0.54267806,-0.6
8399,-0.2700712,-0.3
6411,-0.6762877,-0.6
7991,-0.024347015,0.0
6019,-0.29134554,-0.3
6288,0.30458322,0.3
7708,-0.03707411,0
7304,0.012310234,0
7130,0.019296847,0
1030,0.29211742,0.3
6601,-0.107845664,0
5976,-0.024616748,0
4995,0.023795884,0
2958,-0.29620865,-0.3
5373,0.57425314,0.6
349,0.032477684,0
162,0.005476809,0
2102,-0.32237384,-0.3
5839,0.273778,0.3
6510,-0.61625296,-0.6
2493,0.0019588023,0
5826,0.31280068,0.3
7532,-0.45883048,-0.3
7065,-0.26501292,-0.3
499,-0.024103656,0
6974,-0.3021502,-0.3
7204,-0.27135026,-0.3
8610,-0.006378083,0
2182,-0.014862854,0
4649,0.005836509,0
2526,-0.0040169293,0
6484,-0.28189063,-0.3
5624,0.4514316,0.6
3496,-0.332243,-0.3
6161,-0.008774886,0
3233,-0.6343944,-0.6
7218,-0.31723526,-0.3
2686,0.0027820747,0
2345,0.010052203,0
5288,-0.028710123,0
8524,-0.009322831,0
144,0.012997816,0
3168,0.006453812,0
1683,0.31959575,0.3
2932,-0.30835465,-0.3
5833,0.2978175,0.3
1259,0.30410168,0.3
4168,-0.2798483,-0.3
7364,-0.29005158,-0.3
8566,-0.052030254,0
1670,0.107666634,0.3
8230,0.015557685,0
5785,0.0023962744,0
5386,0.5722526,0.6
948,0.28261134,0.3
959,0.024992272,0
1517,0.2877863,0.3
4917,-0.27060264,-0.3
873,0.022894789,0
1843,0.35812706,0.3
3057,0.0016191592,0
6324,0.6797617,0.6
7651,0.024351396,0
8456,-0.62605447,-0.6
7823,0.029618938,0
7435,0.0066684214,0
1995,-0.29933745,-0.3
4785,-0.30216104,-0.3
4421,-0.0104779955,0
1324,0.021704543,0
1477,0.31264764,0.3
5258,0.036924064,0
614,0.02703553,0
4961,0.008277754,0
1349,0.31570187,0.3
333,0.0070650894,0
3821,0.5913987,0.6
8025,0.62960124,0.6
3325,-0.61656094,-0.6
2645,0.0127891945,0
6027,-0.3165584,-0.3
830,0.007438409,0
4185,-0.5852394,-0.6
55,0.011988959,0
3532,-0.021556308,0
6609,-0.33905172,-0.3
4164,-0.32219324,-0.3
7048,-0.014376259,0
5958,-0.011564925,0
5946,0.34695634,0.3
1113,0.2981689,0.3
3237,-0.62178415,-0.6
450,-0.5777927,-0.6
3130,-0.011864519,0
3647,-0.028718393,0
8538,0.005099725,0
7652,0.005559084,0
7626,0.041299004,0
8406,-0.2848913,-0.3
4712,-0.3053447,-0.3
760,0.0082065575,0
8469,-0.6618592,-0.6
7519,-0.34323287,-0.3
7852,-0.020365272,0
3428,0.3654973,0.3
2795,-0.015249387,0
1604,-0.016360404,0
6105,0.27179515,0.3
675,0.32513484,0.3
7733,-0.30907163,-0.3
6374,-0.30451837,-0.3
157,-0.007159982,0
4101,-0.0044235396,0
2563,-0.0022192725,0
1031,0.29211742,0.3
4455,-0.0023047738,0
3504,-0.3095116,-0.3
8371,-0.021408211,0
3386,-0.011572042,0
7420,-0.019552361,0
2495,-0.0056927633,0
1422,0.31275028,0.3
2094,-0.32948986,-0.3
377,0.0012100623,0
1210,0.31030804,0.3
8491,-0.005699248,0
8348,0.01654708,0
4645,-0.043762792,0
4556,0.0070906235,0
2987,-0.27673915,-0.3
2026,-0.29291937,-0.3
6074,0.0111626135,0
2503,-0.01258342,0
643,0.3142567,0.3
637,0.2762773,0.3
3732,0.29918426,0.3
5382,0.543754,0.6
6360,-0.33563793,-0.3
123,0.016631294,0
6614,-0.29067725,-0.3
6402,-0.57245207,-0.6
7178,-0.086951904,0
3254,-0.5891039,-0.6
3286,-0.54267806,-0.6
8412,-0.281515,-0.3
3041,0.007924727,0
7326,-0.029094033,0
6908,0.004552041,0
8147,0.005051666,0
1610,0.029428635,0
1615,-0.27834144,-0.3
7647,0.008602279,0
7382,-0.22866078,-0.3
574,-0.010420142,0
1623,-0.34208632,-0.3
1905,0.30238014,0.3
5811,0.30381113,0.3
4670,0.0020274548,0
4583,0.034196,0
4383,0.010600925,0
1647,0.004547728,0
6895,-0.0072993888,0
3240,-0.5972667,-0.6
3104,-0.036543485,0
397,-0.26445463,-0.3
4938,-0.28104794,-0.3
4026,0.030440457,0
2279,-0.30887717,-0.3
7765,0.034556653,0
4113,-0.26195827,-0.3
682,0.35790125,0.3
1023,0.30384773,0.3
3530,-0.021556308,0
1516,0.2877863,0.3
5487,0.31256327,0.3
8158,-0.0073111756,0
491,0.0070791896,0
3709,-0.014502529,0
5588,0.36138767,0.3
4480,0.02348496,0
3473,-0.019526847,0
4392,-0.0017140987,0
2139,-0.6370451,-0.6
1132,0.32067543,0.3
777,-0.013569014,0
581,-0.0463298,0
1146,0.30874017,0.3
1978,-0.29288775,-0.3
4095,0.0197081,0
8102,-0.018394478,0
6838,-0.01998007,0
2834,-0.0022998448,0
966,-0.027297407,0
3174,0.025277603,0
1512,0.32917225,0.3
131,0.007098241,0
6229,0.3077611,0.3
478,-0.0134152565,0
2980,-0.2932721,-0.3
4977,-0.019873183,0
5710,0.31796446,0.3
2047,-0.31461662,-0.3
4246,-0.020317826,0
6054,0.010436126,0
3564,0.33326402,0.3
4343,0.045783322,0
242,-0.047490317,0
414,-0.31274635,-0.3
9,0.02197709,0
4897,-0.28767565,-0.3
7347,-0.29203746,-0.3
5850,0.2939774,0.3
20,0.022588816,0
3292,-0.6036895,-0.6
7436,-0.018494928,0
5569,0.27360442,0.3
3686,0.005873737,0
6321,0.5977713,0.6
7993,0.2766382,0.3
4330,0.01044527,0
630,0.018410001,0
6856,-0.0031127445,0
158,-0.007159982,0
6262,0.16564278,0
4562,0.03181238,0
6334,0.033611182,0
4569,0.02558209,0
4463,0.0014902093,0
6236,0.2910729,0.3
875,0.022894789,0
8292,0.0014198036,0
4063,-0.023188118,0
5898,0.27834883,0.3
6454,-0.0020833176,0
5305,0.005737639,0
6867,-0.29086345,-0.3
7535,-0.6091821,-0.6
3235,-0.6343944,-0.6
3066,-0.14405079,-0.3
5312,-0.013985554,0
4846,-0.28230503,-0.3
4625,-0.022883091,0
579,-0.0463298,0
7835,-0.0073079807,0
7332,-0.082842976,0
2408,0.003192612,0
5068,-0.012394106,0
7377,-0.3087409,-0.3
7607,-0.54191566,-0.6
7728,-0.3335981,-0.3
8061,-0.0077599725,0
2203,0.00065666577,0
124,0.046898507,0
5067,0.0054127313,0
7089,0.0039683236,0
6845,0.009188129,0
7567,-0.5602764,-0.6
2142,-0.60859627,-0.6
5941,0.2996218,0.3
876,0.0042081913,0
6629,-0.5731919,-0.6
1175,0.28103358,0.3
3596,0.029356677,0
5610,0.5934222,0.6
2221,-0.088259,0
3630,0.0009719096,0
271,0.013518003,0
3270,-0.5301415,-0.6
5525,0.03216277,0
8233,-0.028360069,0
7057,-0.3014836,-0.3
7068,-0.26501292,-0.3
3052,-0.010985229,0
7760,0.023662835,0
4740,-0.028984137,0
5469,0.28780606,0.3
2334,0.007967989,0
135,0.0016640322,0
8601,-0.019435095,0
6769,0.0036820956,0
5143,0.0033915415,0
6801,-0.013894076,0
4661,0.02452771,0
547,0.012649604,0
6636,-0.569671,-0.6
5584,0.3004432,0.3
4197,-0.5771246,-0.6
1149,0.3010355,0.3
2185,0.0005999305,0
3468,-0.044906914,0
220,-0.0071556615,0
2587,0.00028396398,0
361,-0.018476136,0
1890,0.2795986,0.3
6376,-0.2862876,-0.3
6478,0.0125473,0
6039,-0.029661033,0
2535,-0.015584925,0
2456,-0.008103893,0
2599,0.009423585,0
7298,0.0028733779,0
3689,-0.009216541,0
462,-0.3899865,-0.6
2781,-0.019130494,0
5935,0.3055221,0.3
6756,0.008969497,0
3533,-0.021556308,0
3942,-0.013325108,0
7366,-0.30762807,-0.3
5050,0.3268728,0.3
6888,0.015436844,0
1212,0.34569705,0.3
7278,-0.017127912,0
5031,0.309803,0.3
6467,-0.0021890223,0
493,0.0070791896,0
2306,-0.5979409,-0.6
6449,-0.010167269,0
4518,-0.002669255,0
6257,0.5660081,0.6
3165,-0.010432471,0
115,0.029787842,0
1613,-0.18273787,-0.3
3774,0.6308817,0.6
5072,0.018180467,0
7887,0.29106346,0.3
1435,0.37432447,0.3
3096,-0.36541486,-0.3
2556,-0.002875108,0
7962,-0.24159984,-0.3
1787,0.28636348,0.3
6958,-0.28890115,-0.3
4477,0.0039810427,0
1681,0.2561986,0.3
1387,0.28599524,0.3
8556,-0.3143776,-0.3
7433,0.0066684214,0
3067,-0.14405079,-0.3
479,-0.0076907733,0
3372,0.03621479,0
1849,0.31332037,0.3
6414,-0.5615244,-0.6
2906,-0.31844145,-0.3
4140,-0.28116253,-0.3
4017,0.014730257,0
102,-0.008692323,0
2641,0.008816978,0
8561,-0.28656194,-0.3
7308,0.01729795,0
5460,0.29984918,0.3
803,-0.015271683,0
870,-0.0039530993,0
1501,0.3372924,0.3
1883,0.3019544,0.3
7972,-0.003931176,0.0
2760,-0.0014082403,0
912,0.29690558,0.3
5773,0.01486224,0
1462,0.32624984,0.3
2976,-0.30622926,-0.3
1255,0.25089943,0.3
5831,0.2811573,0.3
7248,-0.57329553,-0.6
6055,0.010436126,0
5787,0.048264828,0
2549,0.0010340381,0
2844,0.033473104,0
7237,-0.60060906,-0.6
4401,0.002428066,0
4724,-0.07198704,0
8480,0.045072168,0
6372,-0.29138106,-0.3
404,-0.27829543,-0.3
1691,0.21734992,0.3
7619,-0.15345286,0
915,0.27221116,0.3
3194,-0.32556474,-0.3
5490,0.48558423,0.6
2474,0.0063001467,0
1586,-0.015893847,0
1366,0.2738126,0.3
4622,0.021433998,0
5934,0.3055221,0.3
4908,-0.32783273,-0.3
3858,0.5899047,0.6
6011,-0.109254785,0
2908,-0.3023732,-0.3
8304,0.0014972766,0
3140,0.2952392,0.3
6588,-0.002773623,0
3520,-0.31911424,-0.3
355,0.007282323,0
3820,0.6599575,0.6
6928,0.26552382,0.3
3831,0.5809487,0.6
4709,-0.28004798,-0.3
1975,-0.31629187,-0.3
2729,0.012342255,0
8320,0.0045229346,0
1533,0.30223423,0.3
3432,0.27002028,0.3
3981,0.0011374303,0
8570,0.031844843,0
7998,0.27584422,0.3
8309,-0.013956593,0
6181,-0.005759651,0
92,-0.014249341,0
2164,-0.5905918,-0.6
2367,0.024236955,0
4978,-0.019873183,0
5736,0.35064524,0.3
3580,0.0036427928,0
2469,0.007032253,0
7242,-0.5454394,-0.6
5760,0.52991205,0.6
6533,-0.6575622,-0.6
1735,0.30627543,0.3
1455,0.2998877,0.3
1727,0.2860318,0.3
5332,0.26572803,0.3
676,0.32513484,0.3
7458,0.0021947715,0
2547,-0.019952446,0
1431,0.31577238,0.3
6006,-0.0037012263,0
2284,-0.2947805,-0.3
2894,-0.2779405,-0.3
8234,-0.028360069,0
6549,0.015625108,0
7623,-0.0022482062,0
7673,0.017550882,0
988,0.027638484,0
1418,0.2829114,0.3
8598,0.022226121,0
3610,-0.023811568,0
5944,0.3009403,0.3
2122,-0.6203188,-0.6
1561,-0.016079891,0
3614,-0.0048135533,0
7400,-0.2294557,-0.3
5287,-0.028710123,0
2580,0.02183552,0
7442,-0.0052778507,0
1712,0.019428816,0
2357,-0.0129760895,0
4203,-0.53052944,-0.6
1555,-0.017480759,0
1183,0.33915374,0.3
5049,0.29238546,0.3
8534,-0.028646253,0
3296,-0.61655456,-0.6
3414,0.28754523,0.3
2979,-0.2932721,-0.3
7215,-0.30860156,-0.3
4132,-0.26979893,-0.3
2791,0.010252771,0
8243,-0.011371911,0
7014,0.33700195,0.3
2003,-0.30620787,-0.3
4678,-0.005784143,0
3326,-0.51861435,-0.6
3925,0.051412936,0
4385,0.010600925,0
4294,-0.019230857,0
5770,0.04675866,0
2675,0.0022260118,0
8058,0.023064151,0
2233,-0.002248282,0
4251,-0.04307364,0
8593,-0.002688164,0
4235,-0.028722059,0
3399,0.019381475,0
8085,-0.0174824,0
5065,0.0054127313,0
7562,-0.6506058,-0.6
7293,0.013608688,0
7250,-0.57329553,-0.6
264,-0.018388439,0
3790,0.57847613,0.6
1729,0.2860318,0.3
6891,-0.017940426,0
7087,0.0148470355,0
6959,-0.30482125,-0.3
6385,-0.57809573,-0.6
396,-0.26445463,-0.3
4054,-0.017775968,0
4083,0.017321177,0
1045,0.5037062,0.6
4512,0.020115811,0
1321,-0.010422091,0
8651,-0.0006378847,0
358,-0.0055472036,0
5097,0.28591025,0.3
6026,-0.3165584,-0.3
6241,0.4258923,0.6
5728,0.3095556,0.3
8579,0.017379053,0
4133,-0.26979893,-0.3
6024,-0.29414302,-0.3
1524,0.30500215,0.3
1961,-0.33256212,-0.3
7166,0.0313925,0
3736,0.2765366,0.3
4506,0.010324593,0
1002,0.29027018,0.3
5612,0.5934222,0.6
7025,0.26028264,0.3
5888,0.33014482,0.3
6522,-0.57801163,-0.6
2736,0.014061497,0
6307,0.28556266,0.3
745,0.028420955,0
8018,0.3641159,0.3
8099,0.024457578,0
8416,-0.32651183,-0.3
1254,0.25089943,0.3
4965,-0.0024725145,0
6201,0.31422883,0.3
2240,-0.00632221,0
313,-0.025550168,0
6726,-0.014608204,0
631,0.2053571,0
6329,0.6051547,0.6
5069,-0.012394106,0
2626,0.005529224,0
304,-0.2927576,-0.3
7229,-0.35768628,-0.3
2861,-0.037338886,0
1763,0.28034455,0.3
5104,0.32143742,0.3
1152,0.303761,0.3
4032,0.012104298,0
5020,0.32276118,0.3
5199,0.024837688,0
516,0.011658796,0
540,-0.029901158,0
2238,0.004003304,0
806,-0.018613283,0
5155,-0.0052762055,0
7857,-0.0048783054,0
712,0.6116687,0.6
5252,0.00501535,0
3023,-0.5740307,-0.6
3633,0.0060658082,0
5236,0.0025456268,0
3907,0.48985872,0.6
8516,0.02475541,0
5262,0.0036819,0
2541,-0.0037445033,0
6113,0.33999667,0.3
8041,0.02548084,0
8197,-0.009303289,0
5619,0.6107151,0.6
2452,-0.013413787,0
1190,0.3091238,0.3
2809,-0.010502049,0
7099,-0.00089030014,0
6800,-0.013894076,0
8331,-0.017257702,0
470,-0.036483936,0
2097,-0.33196327,-0.3
213,-0.033240356,0
627,-0.0012052124,0
443,-0.5090556,-0.6
2915,-0.31105608,-0.3
7677,-0.0049598124,0
3507,-0.2894013,-0.3
5425,0.020592764,0
2023,-0.2814228,-0.3
8042,0.02548084,0
4713,-0.3053447,-0.3
6542,-0.59101886,-0.6
5114,0.2108811,0.3
7211,-0.31046233,-0.3
2342,0.010052203,0
1563,-0.029870674,0
3001,-0.6032914,-0.6
4701,-0.26730382,-0.3
5126,-0.006398022,0
6431,0.023173917,0
4205,-0.61989063,-0.6
599,0.021223985,0
2962,-0.32940686,-0.3
2812,-0.0009812801,0
8017,0.30056342,0.3
1217,0.33652318,0.3
7162,0.007908956,0
7206,-0.30677542,-0.3
2059,-0.27785498,-0.3
7249,-0.57329553,-0.6
5056,-0.014993703,0
4046,-0.012680762,0
5077,0.025280334,0
7389,-0.31033194,-0.3
5222,-0.001975648,0
5651,0.23253694,0
186,0.0010355306,0
1476,0.31264764,0.3
3638,-0.010246353,0
1761,0.29958805,0.3
1590,0.002628914,0
5160,-0.0034410781,0
7272,-0.0061372635,0
602,-0.020143356,0
6948,-0.0009418223,0
4720,-0.29327452,-0.3
2364,-0.0075434092,0
8217,-0.007860188,0
1085,0.005903274,0
1151,0.3010355,0.3
345,0.0028663566,0
5583,0.31127188,0.3
8198,-0.009303289,0
6068,0.039208896,0
1385,0.28599524,0.3
5440,0.315564,0.3
117,0.029787842,0
1211,0.31030804,0.3
6770,-0.004275451,0
7018,0.33730432,0.3
4705,-0.32241172,-0.3
5922,0.30361804,0.3
8118,0.0038260529,0
1867,0.28111216,0.3
8295,-0.005976795,0
1929,-0.32935065,-0.3
7028,0.2983812,0.3
3116,0.016804107,0
5115,0.2108811,0.3
472,-0.011771267,0
459,-0.5604199,-0.6
7103,-0.008920427,0
6470,0.036157478,0
6587,-0.002773623,0
6955,-0.22179383,-0.3
1127,0.2998477,0.3
3098,-0.025777664,0
6485,-0.28189063,-0.3
6040,-0.029661033,0
5932,0.28362885,0.3
4435,0.021359086,0
4288,-0.009556188,0
7481,-0.2878588,-0.3
3697,0.0075970134,0
3935,-0.018492296,0
6945,-0.03792153,0
7938,-0.32083535,-0.3
4266,0.002599666,0
6640,-0.5593854,-0.6
5795,0.27357033,0.3
6133,0.31458214,0.3
7565,-0.5602764,-0.6
3109,-0.033594806,0
2699,-0.0044042463,0
7592,-0.6425597,-0.6
7086,0.0148470355,0
6563,0.017736856,0
6239,0.4258923,0.3
6929,0.26552382,0.3
149,0.0141417,0
2775,0.013052733,0
4318,0.00941374,0
8645,0.0031923102,0
8444,-0.584085,-0.6
1315,-0.022761684,0
7443,-0.0052778507,0
2110,-0.28185567,-0.3
306,-0.27261388,-0.3
6577,0.055665195,0
6491,-0.3206426,-0.3
6593,0.026060563,0
8325,-0.006387829,0
5391,0.009386545,0
1269,0.5847844,0.6
3207,-0.24514133,-0.3
217,-0.011793446,0
6238,0.4258923,0.3
1656,-0.010825496,0
1163,0.2809562,0.3
285,-0.30237907,-0.3
8272,0.006045485,0
8365,-0.014567604,0
1821,0.2882029,0.3
1351,0.3117354,0.3
5465,0.29122925,0.3
6873,-0.2960023,-0.3
6783,0.0127647715,0
7574,-0.58984137,-0.6
7143,0.029194176,0
2462,-0.0021356444,0
6965,-0.284317,-0.3
539,-0.032406647,0
4528,-0.00053656334,0
8267,0.011468488,0
1055,0.5548267,0.6
633,0.2053571,0.3
4064,-0.023188118,0
2303,-0.5505118,-0.6
3742,0.31657246,0.3
5291,0.0059611322,0
1185,0.27936083,0.3
3457,0.008197652,0
1573,-0.032082736,0
2672,0.0037884833,0
896,-0.0020546,0
7037,-0.005629776,0
1154,0.303761,0.3
5743,0.576562,0.6
8539,-0.078599244,0
3738,0.2914138,0.3
96,-0.008216767,0
5841,0.273778,0.3
204,-0.01087841,0
4494,-8.529518e-05,0
6208,0.27892196,0.3
7084,-0.03682806,0
1421,0.29897648,0.3
7007,0.29289058,0.3
1354,0.32164153,0.3
305,-0.27261388,-0.3
4404,0.009205415,0
5553,0.048054323,0
6552,0.018398285,0
8245,-0.036870535,0
4291,-0.014301912,0
8340,0.0066126892,0
4379,-0.032768767,0
3719,0.28774324,0.3
3534,0.004489552,0
3164,0.02286511,0
7997,0.27584422,0.3
4417,0.008434389,0
8558,-0.19932732,-0.3
2268,-0.30171266,-0.3
6134,0.3280095,0.3
5919,0.33803257,0.3
730,0.015083111,0
981,-0.005544808,0
3212,-0.2566497,-0.3
2633,0.02429282,0
5394,0.0035027405,0
2101,-0.32237384,-0.3
6029,-0.3165584,-0.3
980,-0.005544808,0
713,0.6116687,0.6
2730,0.012342255,0
4742,-0.013008223,0
6094,0.07103858,0.3
382,0.023832165,0
4504,-0.0018573473,0
6283,0.012105015,0
3598,-0.048633732,0
7868,0.03688919,0
2998,-0.3116837,-0.3
2673,0.0037884833,0
2171,-0.6214265,-0.6
5776,0.043426663,0
6861,-0.23032606,-0.3
1669,0.107666634,0.3
4395,-0.023933362,0
3972,-0.0024167951,0
5519,0.519939,0.6
4256,0.013836526,0
140,0.018741716,0
8039,0.5446381,0.6
4802,-0.26257238,-0.3
2792,-0.017789349,0
7970,-0.003931176,0.0
3966,-0.009099709,0
8100,0.024457578,0
2141,-0.60859627,-0.6
4430,0.002483501,0
2964,-0.30644056,-0.3
612,-0.0061283247,0
5592,0.5756957,0.6
6249,0.65445065,0.6
1305,0.028433565,0
24,0.019929148,0
8064,-0.01329566,0
1836,0.3884967,0.3
272,0.013518003,0
3684,0.025057022,0
5561,-0.031028401,0
6946,-0.03792153,0
857,-0.004153744,0
3620,-0.019778028,0
366,-0.0017629871,0
1446,0.28403816,0.3
4485,0.0011628335,0
1720,-0.019878937,0
1852,0.28467843,0.3
5021,0.30957574,0.3
7543,-0.6336785,-0.6
4519,-0.013462344,0
78,0.02116042,0
7974,-0.023057416,0.0
6282,0.012105015,0
171,-0.0014017927,0
4252,-0.04307364,0
5948,0.13634609,0.3
7078,-0.2843432,-0.3
7676,-0.0049598124,0
3816,0.60095406,0.6
5362,0.6575594,0.6
6728,-0.0008819541,0
3548,0.07585294,0
8127,0.036185436,0
4773,-0.20154515,-0.3
1347,0.25624934,0.3
4998,-0.00024737837,0
4215,0.0064512976,0
4065,0.005888107,0
5628,-0.054958403,0
5887,0.33014482,0.3
3440,0.31589657,0.3
8638,0.014662323,0
5855,0.28651828,0.3
3115,-0.027939618,0
2973,-0.26944828,-0.3
6979,-0.079144634,0
843,-0.0006949031,0
2554,-0.00867008,0
5647,0.019675847,0
1054,0.5548267,0.6
3498,-0.332243,-0.3
5964,-0.016115408,0
1389,0.29996392,0.3
